Starting latency sender on interface: vcan0
Sent speed: 7.026897 at timestamp: 1765553124.533590
Sent speed: 9.526480 at timestamp: 1765553124.543944
Sent speed: 83.772095 at timestamp: 1765553124.555749
Sent speed: 44.942429 at timestamp: 1765553124.566786
Sent speed: 77.005859 at timestamp: 1765553124.577592
Sent speed: 94.138680 at timestamp: 1765553124.590239
Sent speed: 54.710220 at timestamp: 1765553124.601190
Sent speed: 69.134422 at timestamp: 1765553124.611622
Sent speed: 90.313004 at timestamp: 1765553124.622382
Sent speed: 59.934402 at timestamp: 1765553124.634425
Sent speed: 8.607207 at timestamp: 1765553124.645488
Sent speed: 8.108567 at timestamp: 1765553124.656155
Sent speed: 82.000282 at timestamp: 1765553124.666855
Sent speed: 61.019508 at timestamp: 1765553124.677844
Sent speed: 47.011909 at timestamp: 1765553124.688249
Sent speed: 92.544052 at timestamp: 1765553124.698595
Sent speed: 69.806351 at timestamp: 1765553124.708807
Sent speed: 26.338673 at timestamp: 1765553124.719041
Sent speed: 97.295883 at timestamp: 1765553124.730725
Sent speed: 50.114285 at timestamp: 1765553124.741442
Sent speed: 55.742081 at timestamp: 1765553124.753309
Sent speed: 57.694851 at timestamp: 1765553124.766835
Sent speed: 0.660743 at timestamp: 1765553124.777404
Sent speed: 33.635277 at timestamp: 1765553124.790061
Sent speed: 67.750191 at timestamp: 1765553124.802297
Sent speed: 7.463096 at timestamp: 1765553124.813519
Sent speed: 13.907404 at timestamp: 1765553124.829629
Sent speed: 79.134850 at timestamp: 1765553124.854222
Sent speed: 96.039803 at timestamp: 1765553124.864544
Sent speed: 14.770023 at timestamp: 1765553124.877447
Sent speed: 73.209381 at timestamp: 1765553124.888914
Sent speed: 86.769104 at timestamp: 1765553124.903796
Sent speed: 32.614887 at timestamp: 1765553124.917931
Sent speed: 4.714935 at timestamp: 1765553124.928917
Sent speed: 97.523819 at timestamp: 1765553124.939773
Sent speed: 59.580845 at timestamp: 1765553124.950655
Sent speed: 90.153542 at timestamp: 1765553124.961544
Sent speed: 17.936771 at timestamp: 1765553124.973311
Sent speed: 18.494595 at timestamp: 1765553124.984371
Sent speed: 90.863922 at timestamp: 1765553124.995729
Sent speed: 90.936310 at timestamp: 1765553125.007195
Sent speed: 5.155307 at timestamp: 1765553125.019077
Sent speed: 6.815445 at timestamp: 1765553125.029664
Sent speed: 75.710991 at timestamp: 1765553125.040067
Sent speed: 36.444111 at timestamp: 1765553125.053398
Sent speed: 8.669477 at timestamp: 1765553125.064239
Sent speed: 75.411522 at timestamp: 1765553125.075800
Sent speed: 6.246951 at timestamp: 1765553125.086396
Sent speed: 59.606434 at timestamp: 1765553125.096756
Sent speed: 52.622772 at timestamp: 1765553125.107770
Sent speed: 7.122954 at timestamp: 1765553125.122342
Sent speed: 83.817574 at timestamp: 1765553125.132829
Sent speed: 98.449638 at timestamp: 1765553125.143198
Sent speed: 20.515129 at timestamp: 1765553125.154438
Sent speed: 68.804375 at timestamp: 1765553125.166847
Sent speed: 46.879395 at timestamp: 1765553125.179844
Sent speed: 15.830133 at timestamp: 1765553125.194209
Sent speed: 13.307807 at timestamp: 1765553125.205012
Sent speed: 48.292751 at timestamp: 1765553125.215474
Sent speed: 6.985334 at timestamp: 1765553125.226199
Sent speed: 60.299606 at timestamp: 1765553125.237524
Sent speed: 93.558739 at timestamp: 1765553125.247669
Sent speed: 9.466681 at timestamp: 1765553125.258331
Sent speed: 0.466660 at timestamp: 1765553125.269567
Sent speed: 84.741951 at timestamp: 1765553125.280629
Sent speed: 77.338409 at timestamp: 1765553125.291004
Sent speed: 88.290474 at timestamp: 1765553125.303424
Sent speed: 70.520363 at timestamp: 1765553125.313768
Sent speed: 96.230217 at timestamp: 1765553125.324211
Sent speed: 48.637043 at timestamp: 1765553125.334529
Sent speed: 27.284485 at timestamp: 1765553125.346649
Sent speed: 60.966999 at timestamp: 1765553125.359004
Sent speed: 32.944057 at timestamp: 1765553125.370414
Sent speed: 21.752708 at timestamp: 1765553125.381551
Sent speed: 51.584713 at timestamp: 1765553125.392673
Sent speed: 54.115402 at timestamp: 1765553125.403906
Sent speed: 46.907440 at timestamp: 1765553125.415073
Sent speed: 12.641700 at timestamp: 1765553125.428252
Sent speed: 81.161102 at timestamp: 1765553125.438498
Sent speed: 26.680649 at timestamp: 1765553125.449579
Sent speed: 69.465408 at timestamp: 1765553125.461571
Sent speed: 26.792398 at timestamp: 1765553125.473441
Sent speed: 47.872559 at timestamp: 1765553125.486609
Sent speed: 44.132767 at timestamp: 1765553125.497217
Sent speed: 15.514324 at timestamp: 1765553125.509187
Sent speed: 12.049210 at timestamp: 1765553125.523604
Sent speed: 33.617306 at timestamp: 1765553125.537624
Sent speed: 17.618517 at timestamp: 1765553125.547865
Sent speed: 5.536722 at timestamp: 1765553125.558054
Sent speed: 57.535789 at timestamp: 1765553125.569647
Sent speed: 23.937782 at timestamp: 1765553125.579978
Sent speed: 71.855751 at timestamp: 1765553125.590741
Sent speed: 76.295631 at timestamp: 1765553125.603616
Sent speed: 48.456333 at timestamp: 1765553125.613936
Sent speed: 25.097769 at timestamp: 1765553125.625403
Sent speed: 52.346046 at timestamp: 1765553125.635958
Sent speed: 4.722076 at timestamp: 1765553125.647470
Sent speed: 85.800186 at timestamp: 1765553125.657869
Sent speed: 4.085419 at timestamp: 1765553125.668547
Sent speed: 77.781837 at timestamp: 1765553125.679689
Sent speed: 2.969743 at timestamp: 1765553125.690133
Sent speed: 40.065834 at timestamp: 1765553125.700502
Sent speed: 35.570572 at timestamp: 1765553125.711242
Sent speed: 63.403137 at timestamp: 1765553125.722567
Sent speed: 13.948235 at timestamp: 1765553125.733027
Sent speed: 5.096771 at timestamp: 1765553125.746030
Sent speed: 30.681086 at timestamp: 1765553125.756612
Sent speed: 31.690935 at timestamp: 1765553125.766855
Sent speed: 11.856710 at timestamp: 1765553125.778162
Sent speed: 44.201202 at timestamp: 1765553125.788583
Sent speed: 67.228607 at timestamp: 1765553125.799394
Sent speed: 2.251588 at timestamp: 1765553125.809955
Sent speed: 91.406662 at timestamp: 1765553125.821045
Sent speed: 61.044365 at timestamp: 1765553125.831751
Sent speed: 70.520546 at timestamp: 1765553125.842528
Sent speed: 71.007065 at timestamp: 1765553125.853576
Sent speed: 50.526176 at timestamp: 1765553125.864424
Sent speed: 67.904816 at timestamp: 1765553125.877285
Sent speed: 94.231323 at timestamp: 1765553125.888986
Sent speed: 44.887062 at timestamp: 1765553125.902018
Sent speed: 6.513290 at timestamp: 1765553125.913657
Sent speed: 82.852737 at timestamp: 1765553125.924794
Sent speed: 93.115524 at timestamp: 1765553125.937950
Sent speed: 89.134689 at timestamp: 1765553125.948647
Sent speed: 71.187202 at timestamp: 1765553125.959374
Sent speed: 83.432564 at timestamp: 1765553125.970488
Sent speed: 60.651451 at timestamp: 1765553125.983318
Sent speed: 55.750549 at timestamp: 1765553125.993557
Sent speed: 57.653755 at timestamp: 1765553126.004111
Sent speed: 31.837038 at timestamp: 1765553126.014520
Sent speed: 52.827675 at timestamp: 1765553126.026940
Sent speed: 35.082962 at timestamp: 1765553126.038493
Sent speed: 29.309240 at timestamp: 1765553126.048716
Sent speed: 10.685712 at timestamp: 1765553126.060646
Sent speed: 20.673306 at timestamp: 1765553126.071704
Sent speed: 65.253769 at timestamp: 1765553126.081898
Sent speed: 29.901165 at timestamp: 1765553126.092871
Sent speed: 27.642191 at timestamp: 1765553126.105898
Sent speed: 60.387505 at timestamp: 1765553126.122585
Sent speed: 70.883003 at timestamp: 1765553126.133511
Sent speed: 38.784008 at timestamp: 1765553126.143855
Sent speed: 73.471428 at timestamp: 1765553126.155417
Sent speed: 36.315449 at timestamp: 1765553126.166538
Sent speed: 19.813053 at timestamp: 1765553126.177311
Sent speed: 96.609001 at timestamp: 1765553126.192575
Sent speed: 97.877464 at timestamp: 1765553126.202737
Sent speed: 43.422287 at timestamp: 1765553126.213065
Sent speed: 58.792202 at timestamp: 1765553126.224391
Sent speed: 98.515648 at timestamp: 1765553126.239427
Sent speed: 51.641918 at timestamp: 1765553126.250215
Sent speed: 56.770546 at timestamp: 1765553126.264444
Sent speed: 94.844383 at timestamp: 1765553126.274834
Sent speed: 82.551590 at timestamp: 1765553126.287756
Sent speed: 96.279289 at timestamp: 1765553126.298806
Sent speed: 93.788841 at timestamp: 1765553126.310980
Sent speed: 18.467621 at timestamp: 1765553126.323240
Sent speed: 53.404541 at timestamp: 1765553126.333456
Sent speed: 60.633286 at timestamp: 1765553126.347289
Sent speed: 61.213982 at timestamp: 1765553126.357603
Sent speed: 2.861647 at timestamp: 1765553126.369535
Sent speed: 77.819977 at timestamp: 1765553126.379841
Sent speed: 61.877991 at timestamp: 1765553126.390471
Sent speed: 8.145689 at timestamp: 1765553126.401172
Sent speed: 28.670580 at timestamp: 1765553126.411421
Sent speed: 31.794170 at timestamp: 1765553126.422332
Sent speed: 99.104240 at timestamp: 1765553126.432607
Sent speed: 61.050941 at timestamp: 1765553126.443263
Sent speed: 28.800886 at timestamp: 1765553126.453849
Sent speed: 31.467691 at timestamp: 1765553126.466269
Sent speed: 62.364746 at timestamp: 1765553126.476476
Sent speed: 39.600948 at timestamp: 1765553126.486963
Sent speed: 97.304535 at timestamp: 1765553126.497755
Sent speed: 39.857773 at timestamp: 1765553126.513481
Sent speed: 21.529242 at timestamp: 1765553126.523782
Sent speed: 24.521639 at timestamp: 1765553126.534832
Sent speed: 33.981731 at timestamp: 1765553126.546598
Sent speed: 80.514847 at timestamp: 1765553126.556848
Sent speed: 74.584023 at timestamp: 1765553126.567176
Sent speed: 45.073666 at timestamp: 1765553126.578544
Sent speed: 37.226833 at timestamp: 1765553126.588838
Sent speed: 8.274647 at timestamp: 1765553126.598998
Sent speed: 62.768261 at timestamp: 1765553126.609555
Sent speed: 7.141118 at timestamp: 1765553126.620730
Sent speed: 78.204636 at timestamp: 1765553126.631881
Sent speed: 32.536053 at timestamp: 1765553126.642512
Sent speed: 25.543251 at timestamp: 1765553126.653783
Sent speed: 69.408295 at timestamp: 1765553126.664452
Sent speed: 85.495087 at timestamp: 1765553126.674716
Sent speed: 50.263630 at timestamp: 1765553126.684943
Sent speed: 32.955658 at timestamp: 1765553126.696599
Sent speed: 0.186821 at timestamp: 1765553126.710488
Sent speed: 4.745983 at timestamp: 1765553126.720795
Sent speed: 68.301208 at timestamp: 1765553126.731515
Sent speed: 63.073997 at timestamp: 1765553126.742568
Sent speed: 80.778679 at timestamp: 1765553126.754698
Sent speed: 23.533974 at timestamp: 1765553126.766332
Sent speed: 8.676802 at timestamp: 1765553126.777294
Sent speed: 93.981079 at timestamp: 1765553126.787643
Sent speed: 43.902897 at timestamp: 1765553126.798722
Sent speed: 37.773876 at timestamp: 1765553126.809206
Sent speed: 3.709427 at timestamp: 1765553126.819915
Sent speed: 58.857059 at timestamp: 1765553126.830362
Sent speed: 90.870171 at timestamp: 1765553126.845504
Sent speed: 74.626549 at timestamp: 1765553126.855958
Sent speed: 31.037804 at timestamp: 1765553126.868215
Sent speed: 84.052101 at timestamp: 1765553126.878413
Sent speed: 86.125313 at timestamp: 1765553126.888906
Sent speed: 94.869850 at timestamp: 1765553126.899943
Sent speed: 38.755070 at timestamp: 1765553126.910949
Sent speed: 34.844669 at timestamp: 1765553126.922595
Sent speed: 11.899773 at timestamp: 1765553126.933760
Sent speed: 54.200321 at timestamp: 1765553126.944868
Sent speed: 96.595253 at timestamp: 1765553126.955809
Sent speed: 76.817337 at timestamp: 1765553126.966960
Sent speed: 9.734144 at timestamp: 1765553126.978819
Sent speed: 99.542488 at timestamp: 1765553126.990314
Sent speed: 82.296425 at timestamp: 1765553127.001318
Sent speed: 33.003876 at timestamp: 1765553127.011799
Sent speed: 51.666420 at timestamp: 1765553127.023690
Sent speed: 92.360153 at timestamp: 1765553127.038743
Sent speed: 5.184354 at timestamp: 1765553127.051026
Sent speed: 73.584869 at timestamp: 1765553127.065374
Sent speed: 27.235094 at timestamp: 1765553127.075919
Sent speed: 95.860992 at timestamp: 1765553127.089473
Sent speed: 24.553913 at timestamp: 1765553127.100831
Sent speed: 85.509865 at timestamp: 1765553127.111532
Sent speed: 54.492413 at timestamp: 1765553127.125439
Sent speed: 31.323841 at timestamp: 1765553127.137681
Sent speed: 60.765648 at timestamp: 1765553127.148291
Sent speed: 11.663596 at timestamp: 1765553127.162014
Sent speed: 3.182468 at timestamp: 1765553127.172573
Sent speed: 78.829796 at timestamp: 1765553127.186497
Sent speed: 29.984573 at timestamp: 1765553127.196883
Sent speed: 87.561447 at timestamp: 1765553127.207238
Sent speed: 56.073673 at timestamp: 1765553127.217456
Sent speed: 97.511215 at timestamp: 1765553127.228682
Sent speed: 2.435730 at timestamp: 1765553127.240609
Sent speed: 31.776752 at timestamp: 1765553127.251006
Sent speed: 7.945959 at timestamp: 1765553127.262012
Sent speed: 77.734177 at timestamp: 1765553127.273276
Sent speed: 66.691902 at timestamp: 1765553127.287379
Sent speed: 35.985149 at timestamp: 1765553127.298734
Sent speed: 55.277622 at timestamp: 1765553127.309823
Sent speed: 92.515411 at timestamp: 1765553127.320681
Sent speed: 56.077896 at timestamp: 1765553127.342410
Sent speed: 15.736029 at timestamp: 1765553127.353243
Sent speed: 77.879036 at timestamp: 1765553127.363862
Sent speed: 92.528053 at timestamp: 1765553127.374614
Sent speed: 7.559196 at timestamp: 1765553127.385556
Sent speed: 97.552528 at timestamp: 1765553127.397131
Sent speed: 47.888393 at timestamp: 1765553127.407615
Sent speed: 34.739441 at timestamp: 1765553127.418254
Sent speed: 39.358078 at timestamp: 1765553127.430423
Sent speed: 74.052223 at timestamp: 1765553127.440735
Sent speed: 98.919769 at timestamp: 1765553127.452493
Sent speed: 90.685532 at timestamp: 1765553127.465438
Sent speed: 30.881544 at timestamp: 1765553127.475876
Sent speed: 27.210230 at timestamp: 1765553127.487813
Sent speed: 3.009037 at timestamp: 1765553127.499963
Sent speed: 31.263945 at timestamp: 1765553127.515790
Sent speed: 19.594822 at timestamp: 1765553127.527198
Sent speed: 59.545563 at timestamp: 1765553127.539587
Sent speed: 99.845894 at timestamp: 1765553127.550031
Sent speed: 35.582481 at timestamp: 1765553127.560564
Sent speed: 77.096207 at timestamp: 1765553127.570974
Sent speed: 94.387474 at timestamp: 1765553127.581867
Sent speed: 49.829048 at timestamp: 1765553127.592051
Sent speed: 95.658745 at timestamp: 1765553127.603386
Sent speed: 9.693097 at timestamp: 1765553127.614518
Sent speed: 21.754105 at timestamp: 1765553127.624768
Sent speed: 58.851276 at timestamp: 1765553127.639353
Sent speed: 92.692329 at timestamp: 1765553127.653503
Sent speed: 14.230016 at timestamp: 1765553127.666057
Sent speed: 49.580982 at timestamp: 1765553127.679210
Sent speed: 41.006062 at timestamp: 1765553127.691265
Sent speed: 24.150995 at timestamp: 1765553127.701805
Sent speed: 86.578590 at timestamp: 1765553127.713520
Sent speed: 45.299843 at timestamp: 1765553127.724448
Sent speed: 80.763504 at timestamp: 1765553127.735571
Sent speed: 88.719368 at timestamp: 1765553127.746710
Sent speed: 67.486099 at timestamp: 1765553127.759947
Sent speed: 95.558548 at timestamp: 1765553127.772760
Sent speed: 14.302608 at timestamp: 1765553127.783688
Sent speed: 65.991570 at timestamp: 1765553127.794859
Sent speed: 17.621935 at timestamp: 1765553127.806586
Sent speed: 75.477783 at timestamp: 1765553127.817991
Sent speed: 57.510460 at timestamp: 1765553127.828174
Sent speed: 50.954353 at timestamp: 1765553127.844154
Sent speed: 60.668182 at timestamp: 1765553127.854661
Sent speed: 52.437027 at timestamp: 1765553127.865456
Sent speed: 85.298431 at timestamp: 1765553127.877007
Sent speed: 37.538128 at timestamp: 1765553127.887876
Sent speed: 10.115645 at timestamp: 1765553127.900859
Sent speed: 90.060417 at timestamp: 1765553127.912314
Sent speed: 67.771942 at timestamp: 1765553127.922713
Sent speed: 51.289856 at timestamp: 1765553127.935813
Sent speed: 96.242249 at timestamp: 1765553127.949053
Sent speed: 86.422607 at timestamp: 1765553127.959508
Sent speed: 22.902504 at timestamp: 1765553127.971649
Sent speed: 90.460709 at timestamp: 1765553127.982793
Sent speed: 77.504173 at timestamp: 1765553127.993575
Sent speed: 21.794199 at timestamp: 1765553128.004677
Sent speed: 85.084396 at timestamp: 1765553128.015509
Sent speed: 20.455746 at timestamp: 1765553128.027778
Sent speed: 17.669180 at timestamp: 1765553128.038052
Sent speed: 30.790663 at timestamp: 1765553128.051668
Sent speed: 38.147598 at timestamp: 1765553128.070459
Sent speed: 33.224312 at timestamp: 1765553128.084491
Sent speed: 65.089500 at timestamp: 1765553128.095282
Sent speed: 83.101601 at timestamp: 1765553128.105588
Sent speed: 88.655846 at timestamp: 1765553128.118220
Sent speed: 71.756996 at timestamp: 1765553128.128918
Sent speed: 7.595306 at timestamp: 1765553128.147626
Sent speed: 23.854382 at timestamp: 1765553128.158722
Sent speed: 21.842037 at timestamp: 1765553128.169658
Sent speed: 28.645149 at timestamp: 1765553128.181478
Sent speed: 66.146317 at timestamp: 1765553128.192769
Sent speed: 84.868408 at timestamp: 1765553128.203830
Sent speed: 75.686089 at timestamp: 1765553128.214857
Sent speed: 26.576847 at timestamp: 1765553128.226887
Sent speed: 20.052366 at timestamp: 1765553128.242931
Sent speed: 4.153600 at timestamp: 1765553128.255598
Sent speed: 32.842503 at timestamp: 1765553128.266144
Sent speed: 20.117718 at timestamp: 1765553128.277208
Sent speed: 90.644112 at timestamp: 1765553128.287560
Sent speed: 36.901802 at timestamp: 1765553128.300807
Sent speed: 78.711166 at timestamp: 1765553128.311393
Sent speed: 35.704655 at timestamp: 1765553128.325337
Sent speed: 88.219261 at timestamp: 1765553128.338226
Sent speed: 18.265564 at timestamp: 1765553128.349878
Sent speed: 16.737406 at timestamp: 1765553128.361068
Sent speed: 43.376869 at timestamp: 1765553128.373070
Sent speed: 30.049801 at timestamp: 1765553128.383944
Sent speed: 59.558708 at timestamp: 1765553128.394263
Sent speed: 63.941681 at timestamp: 1765553128.405865
Sent speed: 21.261040 at timestamp: 1765553128.417064
Sent speed: 96.438675 at timestamp: 1765553128.434507
Sent speed: 46.705399 at timestamp: 1765553128.445514
Sent speed: 78.330078 at timestamp: 1765553128.457240
Sent speed: 75.140839 at timestamp: 1765553128.467921
Sent speed: 19.708506 at timestamp: 1765553128.479466
Sent speed: 93.695625 at timestamp: 1765553128.491040
Sent speed: 14.368634 at timestamp: 1765553128.502944
Sent speed: 48.116219 at timestamp: 1765553128.514391
Sent speed: 54.033981 at timestamp: 1765553128.525075
Sent speed: 36.036228 at timestamp: 1765553128.537575
Sent speed: 87.515503 at timestamp: 1765553128.549571
Sent speed: 81.856117 at timestamp: 1765553128.560793
Sent speed: 77.728859 at timestamp: 1765553128.571594
Sent speed: 43.599224 at timestamp: 1765553128.586214
Sent speed: 85.159286 at timestamp: 1765553128.597037
Sent speed: 92.874374 at timestamp: 1765553128.613278
Sent speed: 32.443596 at timestamp: 1765553128.657468
Sent speed: 2.409175 at timestamp: 1765553128.668409
Sent speed: 90.791397 at timestamp: 1765553128.681567
Sent speed: 96.203110 at timestamp: 1765553128.694214
Sent speed: 68.201050 at timestamp: 1765553128.705266
Sent speed: 64.091782 at timestamp: 1765553128.716761
Sent speed: 73.144783 at timestamp: 1765553128.729798
Sent speed: 70.506195 at timestamp: 1765553128.740019
Sent speed: 13.122256 at timestamp: 1765553128.757680
Sent speed: 60.087784 at timestamp: 1765553128.768181
Sent speed: 35.109310 at timestamp: 1765553128.779368
